setting,method,scope,target_id,outer_fold,phase,auc
smollm2,cats_full,target_id_fold_mean,smollm2_4,,,0.6085361157089977
smollm2,cats_full,target_id_fold_mean,smollm2_5,,,0.6350293533402575
smollm2,cats_full,target_id_fold_mean,smollm2_6,,,0.6576404526182091
smollm2,cats_likelihood,target_id_fold_mean,smollm2_1,,,0.6269424278777375
smollm2,cats_likelihood,target_id_fold_mean,smollm2_2,,,0.6171750883279066
smollm2,cats_likelihood,target_id_fold_mean,smollm2_3,,,0.628980883936469
smollm2,cats_likelihood,target_id_fold_mean,smollm2_4,,,0.6089283339785844
smollm2,cats_likelihood,target_id_fold_mean,smollm2_5,,,0.635631454661347
smollm2,cats_likelihood,target_id_fold_mean,smollm2_6,,,0.6586303140635914
smollm2,combined,target_id_fold_mean,smollm2_1,,,0.6129839220880708
smollm2,combined,target_id_fold_mean,smollm2_2,,,0.6225796654084583
smollm2,combined,target_id_fold_mean,smollm2_3,,,0.6324088978525315
smollm2,combined,target_id_fold_mean,smollm2_4,,,0.6105603524798562
smollm2,combined,target_id_fold_mean,smollm2_5,,,0.6239913976382765
smollm2,combined,target_id_fold_mean,smollm2_6,,,0.6655622687924846
smollm2,fisher,target_id_fold_mean,smollm2_1,,,0.6060874334394866
smollm2,fisher,target_id_fold_mean,smollm2_2,,,0.5860168485377428
smollm2,fisher,target_id_fold_mean,smollm2_3,,,0.6051339171187073
smollm2,fisher,target_id_fold_mean,smollm2_4,,,0.5866616093112723
smollm2,fisher,target_id_fold_mean,smollm2_5,,,0.6154909243363915
smollm2,fisher,target_id_fold_mean,smollm2_6,,,0.6296969979329556
smollm2,geometry_only,target_id_fold_mean,smollm2_1,,,0.557830380587232
smollm2,geometry_only,target_id_fold_mean,smollm2_2,,,0.5316419239376611
smollm2,geometry_only,target_id_fold_mean,smollm2_3,,,0.5908118906799864
smollm2,geometry_only,target_id_fold_mean,smollm2_4,,,0.5388533772616819
smollm2,geometry_only,target_id_fold_mean,smollm2_5,,,0.5941408548025519
smollm2,geometry_only,target_id_fold_mean,smollm2_6,,,0.559832047856308
smollm2,geometry_position,target_id_fold_mean,smollm2_1,,,0.5508679837048712
smollm2,geometry_position,target_id_fold_mean,smollm2_2,,,0.5394474887982331
smollm2,geometry_position,target_id_fold_mean,smollm2_3,,,0.5776931364702567
smollm2,geometry_position,target_id_fold_mean,smollm2_4,,,0.5497532401699731
smollm2,geometry_position,target_id_fold_mean,smollm2_5,,,0.5767529539934737
smollm2,geometry_position,target_id_fold_mean,smollm2_6,,,0.55951343368531
smollm2,mean_only,target_id_fold_mean,smollm2_1,,,0.6157446528304231
smollm2,mean_only,target_id_fold_mean,smollm2_2,,,0.591606726077422
smollm2,mean_only,target_id_fold_mean,smollm2_3,,,0.6216052277553852
smollm2,mean_only,target_id_fold_mean,smollm2_4,,,0.5789057878120369
smollm2,mean_only,target_id_fold_mean,smollm2_5,,,0.6116954121256508
smollm2,mean_only,target_id_fold_mean,smollm2_6,,,0.6327116657782215
smollm2,min_k_plus_plus_20,target_id_fold_mean,smollm2_1,,,0.6154696786452767
smollm2,min_k_plus_plus_20,target_id_fold_mean,smollm2_2,,,0.5711678030333263
smollm2,min_k_plus_plus_20,target_id_fold_mean,smollm2_3,,,0.6086347806701587
smollm2,min_k_plus_plus_20,target_id_fold_mean,smollm2_4,,,0.5681279035309481
smollm2,min_k_plus_plus_20,target_id_fold_mean,smollm2_5,,,0.6194029893839226
